product_name,price_before,price_after,category,subcategory,description,image_url
Bombshell - Victoria's Secret,,9,All Products,Makhmaria,"Body gel perfume with Victoria Secret Bombshell scent.
مخمرية الجل الأنثوية العطرة ترطيب وتنعيم برائحة قنبلة الانتعاش بومبشيل.",
Bright Crystal,,9,All Products,Makhmaria,"Body gel with Versace Bright Crystal scent.
مخمرية الجل الموضعية للجسم لتعطير دائم برائحة برايت كريستال الهادئ.",
Burberry Her,,9,All Products,Makhmaria,"Body gel with Burberry Her scent.
مخمرية الجل لتعطير الجسم بنفحات الفواكه الرقيقة برائحة بربري هير الأنيق.",
Candy,,9,All Products,Makhmaria,"Body gel with Sweet Candy scent.
مخمرية الجل المفعمة برائحة سكاكر الحلويات المحببة لتعطير وتنعيم الجسم.",
Chanel Rouge,,9,All Products,Makhmaria,"Body gel with Chanel Rouge scent.
مخمرية الجل للجسم الفواحة برائحة عطر شانيل روج الأحمر الفاخر والمثير.",
Cherie Miss Dior,,9,All Products,Makhmaria,"Body gel with Miss Dior Cherie scent.
مخمرية الجل لتعطير الجسم وتنعيم البشرة برائحة ميس ديور شيري الفواحة.",
Chloe,,9,All Products,Makhmaria,"Body gel with Chloe Scent.
مخمرية الجل لتعطير وتنعيم الجسم برائحة تماوجات الورد الرقيقة من عطر كلوي.",
Coco Chanel,,9,All Products,Makhmaria,"Body gel with classic Coco Chanel scent.
مخمرية الجل الكلاسيكية برائحة عطر كوكو شانيل الفاخر الأصيل لتعطير يدوم.",
Coco Mademoiselle,,9,All Products,Makhmaria,"Body gel with Coco Mademoiselle scent.
مخمرية الجل لتعطير وتنعيم بشرة الجسم برائحة كوكو مادوموزيل الفاتنة الأنيقة.",
Coconut Passion - Victoria's Secret,,9,All Products,Makhmaria,"Body gel with Coconut Passion scent.
مخمرية الجل برائحة عطر كوكو باشن لترطيب عبق بلمسات جوز الهند العذبة.",
Cool Water,,9,All Products,Makhmaria,"Body gel with Davidoff Cool Water scent.
مخمرية الجل المعطرة برائحة عطر كول ووتر المنعش والرياضي طوال اليوم.",
Creed Aventus,,9,All Products,Makhmaria,"Body gel with Creed Aventus scent.
مخمرية الجل الفاخرة عالية التعطير للرجال برائحة عطر كريد أفينتوس التاريخي.",
Crème Caramel,,10,All Products,Makhmaria,"Body gel with Crème Caramel scent.
مخمرية الجل لتعطير وتنعيم الجسم واليدين برائحة كريم كراميل اللذيذة والدافئة.",
D&G The One,,9,All Products,Makhmaria,"Body gel with Dolce & Gabbana The One scent.
مخمرية الجل الفاخرة لتعطير الجلد برائحة عطر ذا ون دي اند جي الأنيق للرجال.",
Dark Romantic,,9,All Products,Makhmaria,"Body gel with Dark Romantic night scent.
مخمرية الجل الليلية الهادئة والمثيرة لتعطير وتنعيم الجسم بنكهات رومانسية دافئة.",
Dior Addict,,9,All Products,Makhmaria,"Body gel with Dior Addict scent.
مخمرية الجل الأنيقة الفواحة للجسم برائحة عطر ديور أديكت الجذاب والآسر.",
Elie Saab,,9,All Products,Makhmaria,"Body gel with Elie Saab Le Parfum scent.
مخمرية الجل لتعطير الجسم برائحة عطر إيلي صعب عسل الجاذبية الأنيق الشرقي.",
Escada Sexy Graffiti,,9,All Products,Makhmaria,"Body gel with Escada Sexy Graffiti scent.
مخمرية الجل برائحة عطر إسكادا جرافيتي المليء بروح الفواكه الصيفية الشهية.",
Euphoria CK,,9,All Products,Makhmaria,"Body gel with Calvin Klein Euphoria scent.
مخمرية الجل لتعطير الجسم وتنعيم البشرة برائحة ايفوريا سي كي الغامضة الأنيقة.",
Forever Sexy - Victoria's Secret,,9,All Products,Makhmaria,"Body gel with Forever Sexy scent.
مخمرية الجل المفعمة بالجاذبية والإثارة برائحة فور إيفر سيكسي فيكتوريا والدافئة.",
Fruity Crush,,9,All Products,Makhmaria,"Body gel with Fruity Crush scent.
مخمرية الجل المنعشة للجسم برائحة عصائر الفواكه الاستوائية اللذيذة الأنيقة.",
Good Girl,,9,All Products,Makhmaria,"Body gel with Carolina Herrera Good Girl scent.
مخمرية الجل لتعطير الجسم برائحة عطر غود قيرل الفاتن حذاء الجاذبية الأنيق.",
Gucci Bloom,,9,All Products,Makhmaria,"Body gel with Gucci Bloom scent.
مخمرية الجل الفواحة بنفحات الياسمين ومسك الروم الزاكي برائحة قوتشي بلوم.",
Gucci Rush,,9,All Products,Makhmaria,"Body gel with Gucci Rush scent.
مخمرية الجل لتعطير الجسم برائحة عطر قوتشي راش الجذاب والمثير للنظر والآسر.",
Imagination,,9,All Products,Makhmaria,"Body gel with LV Imagination scent.
مخمرية الجل الراقية ترطيب وتنعيم لتعطير دائم برائحة عطر لويس فيتون إيماجناسيون.",
J'adore Dior,,9,All Products,Makhmaria,"Body gel with Jadore Dior scent.
مخمرية الجل الملوكية لتعطير وتفتيح الجسم برائحة عطر جادور ديور المنعش الفاخر.",
Kayali Eden Juicy,,9,All Products,Makhmaria,"Body gel with Kayali Eden Juicy Apple scent.
مخمرية الجل الموضعية برائحة عطر خيالي التفاح الوردي اللذيذ والعصير الفواح.",
L'interdit Noir,,9,All Products,Makhmaria,"Body gel with Givenchy L'Interdit Rouge/Noir scent.
مخمرية الجل لتعطير وتنعيم الجسم برائحة عطر لانتردي الأسود الغامض الفاتن.",
La Nuit Trésor,,9,All Products,Makhmaria,"Body gel with Lancome La Nuit Tresor scent.
مخمرية الجل لتعطير وتغذية بشرة الجسم برائحة كنز الليل لانكوم الآسرة والدافئة.",
La vie est belle,,9,All Products,Makhmaria,"Body gel with Lancome La Vie Est Belle scent.
مخمرية الجل الساحرة لتعطير الجسم برائحة عطر الحياة حلوة الشهيرة والأكثر مبيعاً.",
Libre,,9,All Products,Makhmaria,"Body gel with YSL Libre scent.
مخمرية الجل المنعشة والحرة عالية الجاذبية برائحة عطر ليبر ايف سان لوران.",
Mancera roses Vanille,,9,All Products,Makhmaria,"Body gel with Mancera Roses Vanille scent.
مخمرية الجل لتعطير الجسم برائحة عطر مانسيرا روز فانيلا الساحر لجاذبية تذوب.",
Mariam,,9,All Products,Makhmaria,"Body gel with Arabian Oud Mariam scent.
مخمرية الجل الأنيقة الموضعية للجسم لتعطير دائم برائحة عطر مريم العربي الزاكي.",
Mdawi Gold,,9,All Products,Makhmaria,"Body gel with Arabian Oud Madawi Gold scent.
مخمرية الجل الملكية المذهلة للجسم برائحة عطر مداوي الذهبي الفاخر والأنيق.",
Midnight,,9,All Products,Makhmaria,"Body gel with midnight fantasy scent.
مخمرية الجل لتعطير وتنعيم الجسم برائحة منتصف الليل المليء بالغموض والإثارة.",
Montale Roses Musk,,9,All Products,Makhmaria,"Body gel with Montale Roses Musk scent.
مخمرية الجل الأنيقة لتعطير الجلد برائحة عطر مونتال روز مسك المخملي الرائع.",
Musk Al Tahara,,9,All Products,Makhmaria,"Body gel with pure Musk Al Tahara.
مخمرية الجل المخملية المغذية للبشرة برائحة مسك الطهارة النقي المنعش لتعطير يدوم.",https://i.ibb.co/BH8wzqdC/268-Musk-Al-Tahara.png
My Way,,9,All Products,Makhmaria,"Body gel with Giorgio Armani My Way scent.
مخمرية الجل لتعطير وتلطيف الجسم برائحة عطر ماي واي الزهري والمشرق طوال اليوم.",
Narciso,,9,All Products,Makhmaria,"Body gel with Narciso Rodriguez scent.
مخمرية الجل الأنيقة لتعطير وتنعيم الجسم برائحة عطر نارسيسو البودري المخملي الساحر.",
Narcotic,,9,All Products,Makhmaria,"Body gel with Nasomatto Narcotic Venus scent.
مخمرية الجل فائقة الأنوثة والتعطير لجسم ناعم برائحة عطر ناركوتيك فينوس الفتان.",
Oud Al Sultan,,9,All Products,Makhmaria,"Body gel with Oud Al Sultan royal fragrance.
مخمرية الجل لتعطير الجسم برائحة عود السلطان الفواحة بالبرستيج والمكانة الفخمة.",
Oud bouquet - Lancôme,,9,All Products,Makhmaria,"Body gel with Lancome Oud Bouquet scent.
مخمرية الجل الشرقية الأنيقة ترطيب ولمعان لتعطير دائم برائحة عود بوكيه الملكي.",
Pheromone,,9,All Products,Makhmaria,"Body gel with attraction Pheromones.
مخمرية الجل المعززة بالفيرومونات لإثارة وجاذبية ساحرة وتعطير دائم للجسم واليدين.",
Prada Paradox,,9,All Products,Makhmaria,"Body gel with Prada Paradoxe scent.
مخمرية الجل لتعطير وتنعيم الجسم والشعر برائحة برادا بارادوكس العصري المذهل.",
Si Armani,,9,All Products,Makhmaria,"Body gel with Armani Si Passione scent.
مخمرية الجل لتعطير وتفتيح الجسم برائحة عطر سي أرماني الأحمر الشغوف الفواح.",
Tom Ford Lost Cherry,,9,All Products,Makhmaria,"Body gel with Tom Ford Lost Cherry/Vanilla scent.
مخمرية الجل الفاخرة لتعطير الجسم برائحة الكرز المفقود والفانيلا الساحر توم فورد.",
Vanilla Dehab,,9,All Products,Makhmaria,"Body gel with Vanilla Dehab scent.
مخمرية الجل الشرقية الموضع لتعطير دائم برائحة فانيلا ذهب الساحرة والأكثر مبيعاً.",
Versace Crystal Noir,,9,All Products,Makhmaria,"Body gel with Versace Crystal Noir scent.
مخمرية الجل لتعطير وتنعيم بشرة الجسم برائحة كريستال نوار نوار الدافئة الأنيقة.",
Versace Eros,,9,All Products,Makhmaria,"Body gel with Versace Eros scent.
مخمرية الجل الأنيقة لتعطير وتليين مناطق الجسم برائحة عطر إيروس الساحر والمنعش.",
Attraction - Musk Al Tahara,,5,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Attraction.
مسك الطهارة الطبيعي المركز بنفحات الجذب الأنيقة.",
Baby Powder - Musk Al Tahara,,8,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Baby Powder.
مسك الطهارة الطبيعي المخملي برائحة بودرة الأطفال المنعشة الفواحة.",
Candy - Musk Al Tahara,,8,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Candy.
مسك الطهارة الطبيعي المعطر والمنعش برائحة الحلوى اللذيذة والمنفردة.",
CheeseCake - Musk Al Tahara,,8,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Cheesecake.
مسك الطهارة الطبيعي الفريد المعطر برائحة التشيزكيك والحلويات الدافئة.",
Coconut - Musk Al Tahara,,8,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Coconut.
مسك الطهارة الطبيعي برائحة مغذية غنية بجوز الهند الاستوائي المنعش.",
Dubai Chocolate - Musk Al Tahara,,8,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Dubai Chocolate.
مسك الطهارة النادر والجديد برائحة شوكولاتة دبي الفستقية اللذيذة والمنعشة.",
Jasmine - Musk Al Tahara,,8,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Jasmine.
مسك الطهارة الأبيض الفاخر برائحة زهور الياسمين الطبيعية الفواحة العطرة.",
Musk - Musk Al Tahara,,8,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Classic white musk.
مسك الطهارة الأبيض المركز التقليدي للنظافة والانتعاش المتكامل.",
Musk Al Tahara,,5,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk, 6ml base.
مسك الطهارة الأبيض الطبيعي المنعش الزاكي للنظافة اليومية والعناية الفائقة.",https://i.ibb.co/BH8wzqdC/268-Musk-Al-Tahara.png
Pheromone - Musk Al Tahara,,5,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Pheromones.
مسك الطهارة المركز الأنيق المعزز بالفيرومونات الجذابة لإثارة وانتعاش دائم.",
Roses - Musk Al Tahara,,5,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with velvet Roses.
مسك الطهارة الطبيعي المصمم بنفحات بتلات الورد الأحمر الهادئة لتعطير دائم.",
Strawberry - Musk Al Tahara,,5,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Strawberries.
مسك الطهارة الطبيعي اللذيذ بنكهة ورائحة الفراولة المنعشة الفواحة اليومية.",
Tutti Frutti - Musk Al Tahara,,5,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Tutti Frutti.
مسك الطهارة الطبيعي المعطر ببخاخ فواكه توتي فروتي المميزة المنعشة.",
Vanilla - Musk Al Tahara,,8,All Products,Misk El Tahara,"Yummy Musk Al Tahara - Pure Intimate Musk. Scented with Vanilla.
مسك الطهارة الأبيض المركز برائحة بذور الفانيليا الفرنسية الدافئة العذبة.",
Beard Serum,,10,All Products,Oils, Serums & Essences,"Take your grooming to next level with Yummy Beard Serum for Men.
سيروم إنبات وتنعيم وتكثيف شعر اللحية وتغذية بشرة الذقن والوقاية من الجفاف.",https://i.ibb.co/d4JrdzLZ/274-Beard-Serum.png
Acne Cream,,25,All Products,Younger,"Targeted treatment designed to reduce and prevent acne breakouts.
كريم معالجة ومقاومة حب الشباب والبثور وتطهير مسامات الوجه بكفاءة.",https://i.ibb.co/Q7FXcGB3/275-Acne-Cream.png
After Sun Lotion,,13,All Products,Younger,"Soothing skincare product designed to calm and hydrate skin after sun exposure.
لوشن ما بعد الشمس لتهدئة تهيج واحمرار وحروق الجلد وترطيبها بعمق.",https://i.ibb.co/95sn77z/276-After-Sun-Lotion.png
Anti-Age Cream,,30,All Products,Younger,"Designed to fight visible signs of aging such as wrinkles.
كريم معجزة مقاوم التجاعيد لشد البشرة ومحاربة الشيخوخة والتقدم في السن.",
Body Sun Screen,,15,All Products,Younger,"Protects your skin from sunburn, premature aging, dark spots.
واقي شمس متكامل للجسم لحمايته من الأشعة الضارة والتصبغات والجفاف.",https://i.ibb.co/dJc25cwh/278-Body-Sun-Screen.png
Botox Cream,,50,All Products,Younger,"Advanced anti aging skincare solution to reduce wrinkles.
كريم البوتوكس العجيب لشد ترهلات الوجه وملء الخطوط والتجاعيف بدون إبر.",https://i.ibb.co/9m6w1Gx4/279-Botox-Cream.png
Botox Serum,,35,All Products,Younger,"Formulated to reduce target lines, firming and plumping skin.
سيروم البوتوكس لشد ترهلات وملء خطوط البشرة والتخلص من علامات التقدم بالسن.",https://i.ibb.co/VcKY7dtM/280-Botox-Serum.png
Collagen Cream,,30,All Products,Younger,"Designed to improve skin elasticity, firmness, and hydration.
كريم الكولاجين المغذي لبناء خلايا الجلد وشد المسام والترطيب الفائق.",https://i.ibb.co/0yw40t83/281-Collagen-Cream.png
Collagen Serum,,30,All Products,Younger,"Lightweight formula to boost skin stiffness and elasticity.
سيروم الكولاجين الطبيعي لشد التجاعيد وتفتيح ونضارة وترطيب خلايا البشرة.",https://i.ibb.co/Xkp4JHCJ/282-Collagen-Serum.png
Day Cream,,25,All Products,Younger,"Lightweight daily moisturizer that hydrates and nourishes skin.
كريم النهار المرطب والمفتّح المهدئ للبشرة وحمايتها طوال اليوم من الجفاف.",https://i.ibb.co/tMbX3xPS/283-Day-Cream.png
Day Cream + SPF 50,,35,All Products,Younger,"Moisturizing daily cream with SPF 50 sun protection.
كريم النهار المطور مع واقي شمس مدمج SPF 50 لترطيب وحماية فائقة متكاملة.",
Elastine Serum,,30,All Products,Younger,"Elastine Serum improves skin elasticity and firmness.
سيروم الإيلاستين الطبيعي لإصلاح مرونة وشد وارتداد خلايا للبشرة الباهتة.",https://i.ibb.co/KjqyWT38/285-Elastine-Serum.png
Eye Contour Cream,,20,All Products,Younger,"Eye Contour Cream designed for delicate area around eyes.
كريم الهالات السوداء ومحيط العين وعلاج تجاعيد وانتفاخ العينين الفعال.",https://i.ibb.co/KjsXkTWw/286-Eye-Contour-Cream.png
Face Gel Wash,,12,All Products,Younger,"Face gel wash deeply cleanses removing excess sebum and dirt.
غسول الجل المنعش والمنظف للمسامات للبشرة الدهنية والمعرضة للحبوب.",https://i.ibb.co/zhY0XT3C/287-Face-Gel-Wash.png
Face Sun Screen SPF 50,,30,All Products,Younger,"Lightweight non greasy sunscreen protects from UVA/UVB.
واقي شمس للوجه SPF 50 يحمي من الحروق والتصبغات وسريع الامتصاص.",https://i.ibb.co/4ZQysVsB/288-Face-Sun-Screen-SPF-50.png
Face Tonic Toner,,12,All Products,Younger,"Face tonic toner tightens pores and balances skin pH.
تونر شد وتضييق مسام الوجه المنعش وتوازن رطوبة الوش بعد الغسول.",https://i.ibb.co/Nv7H4gw/289-Face-Tonic-Toner.png
Hyaluronic Acid Serum,,30,All Products,Younger,"Hyaluronic acid attracts moisture keeping skin plump, smooth.
سيروم حمض الهيالورونيك لترطيب عميق وتنعيم وملء خلايا البشرة والتخلص من الجفاف.",https://i.ibb.co/4ZcfP5dn/290-Hyaluronic-Acid-Serum.png
Milk Cleanser,,12,All Products,Younger,"Milk cleanser removes light makeup and impurities safely.
حليب الحليب اللطيف المنظف للوجه وإزالة الشوائب والمكياج بلطف تام.",https://i.ibb.co/xtG6gtHw/291-Milk-Cleanser.png
Night Cream,,20,All Products,Younger,"Rich night cream to regenerate and repair skin overnight.
كريم الليل المعزز الفعال والمغذي لإعادة بناء وتحفيز تجديد خلايا البشرة.",https://i.ibb.co/N6p6fZxM/292-Night-Cream.png
Vitamin C Serum,,23,All Products,Younger,"Vitamin C brightens skin, fades dark spots, antioxidant.
سيروم فيتامين سي للتفتيح ومقاومة التصبغات والآثار وإثراء نضارة الوش.",https://i.ibb.co/5h5Fm8RD/293-Vitamin-C-Serum.png
